,week,label,split,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,2,phq9,9,PCA,XG,1,0.5087719298245614,0.4954954954954955,29,26,16,40,1,0
1,2,phq9,9,PCA,XG,2,0.5901639344262294,0.5495495495495496,36,25,17,33,1,0
2,2,phq9,9,PCA,XG,3,0.4745762711864407,0.44144144144144143,28,21,21,41,1,0
3,2,phq9,9,PCA,XG,4,0.43859649122807015,0.42342342342342343,25,22,20,44,0,0
4,2,phq9,9,PCA,XG,1,0.4571428571428571,0.4864864864864865,24,30,12,45,0,1
5,2,phq9,9,PCA,XG,2,0.5391304347826086,0.5225225225225225,31,27,15,38,1,1
6,2,phq9,9,PCA,XG,3,0.5192307692307693,0.5495495495495496,27,34,8,42,0,1
7,2,phq9,9,PCA,XG,4,0.4814814814814815,0.4954954954954955,26,29,13,43,1,1
8,2,phq9,9,PCA,XG,1,0.4150943396226415,0.44144144144144143,22,27,15,47,0,2
9,2,phq9,9,PCA,XG,2,0.34,0.40540540540540543,17,28,14,52,1,2
10,2,phq9,9,PCA,XG,3,0.26804123711340205,0.36036036036036034,13,27,15,56,1,2
11,2,phq9,9,PCA,XG,4,0.27083333333333337,0.36936936936936937,13,28,14,56,1,2
12,2,phq9,9,PCA,XG,1,0.411764705882353,0.4594594594594595,21,30,12,48,1,3
13,2,phq9,9,PCA,XG,2,0.543859649122807,0.5315315315315315,31,28,14,38,0,3
14,2,phq9,9,PCA,XG,3,0.5405405405405405,0.5405405405405406,30,30,12,39,0,3
15,2,phq9,9,PCA,XG,4,0.5454545454545455,0.5495495495495496,30,31,11,39,0,3
16,2,phq9,9,PCA,XG,1,0.4259259259259259,0.44144144144144143,23,26,16,46,0,4
17,2,phq9,9,PCA,XG,2,0.38461538461538464,0.42342342342342343,20,27,15,49,0,4
18,2,phq9,9,PCA,XG,3,0.3428571428571428,0.3783783783783784,18,24,18,51,0,4
19,2,phq9,9,PCA,XG,4,0.3238095238095238,0.36036036036036034,17,23,19,52,0,4
20,2,phq9,9,PCA,XG,1,0.5862068965517242,0.5675675675675675,34,29,13,35,1,5
21,2,phq9,9,PCA,XG,2,0.5217391304347826,0.5045045045045045,30,26,16,39,0,5
22,2,phq9,9,PCA,XG,3,0.4672897196261682,0.4864864864864865,25,29,13,44,0,5
23,2,phq9,9,PCA,XG,4,0.40404040404040403,0.46846846846846846,20,32,10,49,0,5
24,2,phq9,9,PCA,XG,1,0.624113475177305,0.5225225225225225,44,14,28,25,0,6
25,2,phq9,9,PCA,XG,2,0.583941605839416,0.4864864864864865,40,14,28,29,0,6
26,2,phq9,9,PCA,XG,3,0.5581395348837209,0.4864864864864865,36,18,24,33,0,6
27,2,phq9,9,PCA,XG,4,0.5882352941176471,0.4954954954954955,40,15,27,29,1,6
28,2,phq9,9,PCA,XG,1,0.5666666666666667,0.5315315315315315,34,25,17,35,0,7
29,2,phq9,9,PCA,XG,2,0.49122807017543857,0.4774774774774775,28,25,17,41,0,7
30,2,phq9,9,PCA,XG,3,0.49557522123893816,0.4864864864864865,28,26,16,41,0,7
31,2,phq9,9,PCA,XG,4,0.4727272727272728,0.4774774774774775,26,27,15,43,0,7
32,2,phq9,9,PCA,XG,1,0.44642857142857145,0.44144144144144143,25,24,18,44,0,8
33,2,phq9,9,PCA,XG,2,0.4444444444444444,0.4594594594594595,24,27,15,45,0,8
34,2,phq9,9,PCA,XG,3,0.4672897196261682,0.4864864864864865,25,29,13,44,0,8
35,2,phq9,9,PCA,XG,4,0.4259259259259259,0.44144144144144143,23,26,16,46,0,8
36,2,phq9,9,PCA,XG,1,0.39603960396039606,0.45045045045045046,20,30,12,49,0,9
37,2,phq9,9,PCA,XG,2,0.380952380952381,0.4144144144144144,20,26,16,49,1,9
38,2,phq9,9,PCA,XG,3,0.4158415841584159,0.46846846846846846,21,31,11,48,1,9
39,2,phq9,9,PCA,XG,4,0.4158415841584159,0.46846846846846846,21,31,11,48,0,9
40,2,phq9,9,PCA,XG,1,0.39622641509433965,0.42342342342342343,21,26,16,48,0,10
41,2,phq9,9,PCA,XG,2,0.5,0.4954954954954955,28,27,15,41,0,10
42,2,phq9,9,PCA,XG,3,0.4814814814814815,0.4954954954954955,26,29,13,43,0,10
43,2,phq9,9,PCA,XG,4,0.4074074074074074,0.42342342342342343,22,25,17,47,0,10
44,2,phq9,9,PCA,XG,1,0.4814814814814815,0.4954954954954955,26,29,13,43,0,11
