,week,label,split,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,2,gad7,6,PCA,XG,1,0.6623376623376622,0.5315315315315315,51,8,33,19,1,0
1,2,gad7,6,PCA,XG,2,0.7225806451612903,0.6126126126126126,56,12,29,14,1,0
2,2,gad7,6,PCA,XG,3,0.6530612244897959,0.5405405405405406,48,12,29,22,1,0
3,2,gad7,6,PCA,XG,4,0.7189542483660131,0.6126126126126126,55,13,28,15,1,0
4,2,gad7,6,PCA,XG,1,0.7928994082840236,0.6846846846846847,67,9,32,3,1,1
5,2,gad7,6,PCA,XG,2,0.7388535031847134,0.6306306306306306,58,12,29,12,1,1
6,2,gad7,6,PCA,XG,3,0.7435897435897435,0.6396396396396397,58,13,28,12,1,1
7,2,gad7,6,PCA,XG,4,0.7710843373493975,0.6576576576576577,64,9,32,6,1,1
8,2,gad7,6,PCA,XG,1,0.6956521739130435,0.5585585585585585,56,6,35,14,1,2
9,2,gad7,6,PCA,XG,2,0.6184210526315789,0.4774774774774775,47,6,35,23,1,2
10,2,gad7,6,PCA,XG,3,0.6709677419354839,0.5405405405405406,52,8,33,18,1,2
11,2,gad7,6,PCA,XG,4,0.6708860759493671,0.5315315315315315,53,6,35,17,1,2
12,2,gad7,6,PCA,XG,1,0.6575342465753424,0.5495495495495496,48,13,28,22,0,3
13,2,gad7,6,PCA,XG,2,0.7421383647798743,0.6306306306306306,59,11,30,11,0,3
14,2,gad7,6,PCA,XG,3,0.7547169811320754,0.6486486486486487,60,12,29,10,0,3
15,2,gad7,6,PCA,XG,4,0.7204968944099378,0.5945945945945946,58,8,33,12,1,3
16,2,gad7,6,PCA,XG,1,0.6923076923076923,0.5675675675675675,54,9,32,16,1,4
17,2,gad7,6,PCA,XG,2,0.6913580246913581,0.5495495495495496,56,5,36,14,1,4
18,2,gad7,6,PCA,XG,3,0.7000000000000001,0.5675675675675675,56,7,34,14,1,4
19,2,gad7,6,PCA,XG,4,0.6918238993710691,0.5585585585585585,55,7,34,15,1,4
20,2,gad7,6,PCA,XG,1,0.7195121951219512,0.5855855855855856,59,6,35,11,1,5
21,2,gad7,6,PCA,XG,2,0.7239263803680982,0.5945945945945946,59,7,34,11,1,5
