,week,label,split,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,2,gad7,8,PCA,XG,1,0.6065573770491803,0.5675675675675675,37,26,28,20,1,0
1,2,gad7,8,PCA,XG,2,0.5909090909090909,0.5135135135135135,39,18,36,18,1,0
2,2,gad7,8,PCA,XG,3,0.5625,0.4954954954954955,36,19,35,21,1,0
3,2,gad7,8,PCA,XG,4,0.5891472868217055,0.5225225225225225,38,20,34,19,1,0
4,2,gad7,8,PCA,XG,1,0.48,0.4144144144144144,30,16,38,27,1,1
5,2,gad7,8,PCA,XG,2,0.5714285714285715,0.4864864864864865,38,16,38,19,1,1
6,2,gad7,8,PCA,XG,3,0.5538461538461539,0.4774774774774775,36,17,37,21,0,1
7,2,gad7,8,PCA,XG,4,0.6231884057971014,0.5315315315315315,43,16,38,14,0,1
8,2,gad7,8,PCA,XG,1,0.5,0.44144144144144143,31,18,36,26,0,2
9,2,gad7,8,PCA,XG,2,0.5196850393700787,0.45045045045045046,33,17,37,24,0,2
10,2,gad7,8,PCA,XG,3,0.5511811023622046,0.4864864864864865,35,19,35,22,1,2
11,2,gad7,8,PCA,XG,4,0.5039370078740157,0.43243243243243246,32,16,38,25,1,2
12,2,gad7,8,PCA,XG,1,0.5755395683453237,0.46846846846846846,40,12,42,17,1,3
13,2,gad7,8,PCA,XG,2,0.6043165467625898,0.5045045045045045,42,14,40,15,0,3
14,2,gad7,8,PCA,XG,3,0.556390977443609,0.46846846846846846,37,15,39,20,1,3
15,2,gad7,8,PCA,XG,4,0.6216216216216216,0.4954954954954955,46,9,45,11,1,3
16,2,gad7,8,PCA,XG,1,0.6518518518518518,0.5765765765765766,44,20,34,13,1,4
17,2,gad7,8,PCA,XG,2,0.631578947368421,0.5585585585585585,42,20,34,15,0,4
18,2,gad7,8,PCA,XG,3,0.6363636363636364,0.5675675675675675,42,21,33,15,1,4
19,2,gad7,8,PCA,XG,4,0.626865671641791,0.5495495495495496,42,19,35,15,1,4
20,2,gad7,8,PCA,XG,1,0.65625,0.6036036036036037,42,25,29,15,1,5
21,2,gad7,8,PCA,XG,2,0.4786324786324786,0.45045045045045046,28,22,32,29,1,5
22,2,gad7,8,PCA,XG,3,0.5528455284552845,0.5045045045045045,34,22,32,23,1,5
23,2,gad7,8,PCA,XG,4,0.631578947368421,0.5585585585585585,42,20,34,15,1,5
24,2,gad7,8,PCA,XG,1,0.4552845528455284,0.3963963963963964,28,16,38,29,1,6
