,week,label,split,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,2,phq9,7,PCA,XG,1,0.7329192546583851,0.6126126126126126,59,9,25,18,1,0
1,2,phq9,7,PCA,XG,2,0.6623376623376623,0.5315315315315315,51,8,26,26,1,0
2,2,phq9,7,PCA,XG,3,0.6962025316455697,0.5675675675675675,55,8,26,22,1,0
3,2,phq9,7,PCA,XG,4,0.7037037037037037,0.5675675675675675,57,6,28,20,1,0
4,2,phq9,7,PCA,XG,1,0.7261146496815287,0.6126126126126126,57,11,23,20,1,1
5,2,phq9,7,PCA,XG,2,0.7250000000000001,0.6036036036036037,58,9,25,19,1,1
6,2,phq9,7,PCA,XG,3,0.6753246753246753,0.5495495495495496,52,9,25,25,1,1
7,2,phq9,7,PCA,XG,4,0.662251655629139,0.5405405405405406,50,10,24,27,0,1
8,2,phq9,7,PCA,XG,1,0.6490066225165563,0.5225225225225225,49,9,25,28,1,2
9,2,phq9,7,PCA,XG,2,0.691358024691358,0.5495495495495496,56,5,29,21,1,2
10,2,phq9,7,PCA,XG,3,0.6794871794871796,0.5495495495495496,53,8,26,24,1,2
11,2,phq9,7,PCA,XG,4,0.7073170731707318,0.5675675675675675,58,5,29,19,0,2
12,2,phq9,7,PCA,XG,1,0.6710526315789473,0.5495495495495496,51,10,24,26,1,3
13,2,phq9,7,PCA,XG,2,0.7250000000000001,0.6036036036036037,58,9,25,19,1,3
14,2,phq9,7,PCA,XG,3,0.7573964497041421,0.6306306306306306,64,6,28,13,1,3
15,2,phq9,7,PCA,XG,4,0.7305389221556887,0.5945945945945946,61,5,29,16,1,3
16,2,phq9,7,PCA,XG,1,0.5734265734265734,0.45045045045045046,41,9,25,36,0,4
17,2,phq9,7,PCA,XG,2,0.6933333333333332,0.5855855855855856,52,13,21,25,1,4
18,2,phq9,7,PCA,XG,3,0.6623376623376623,0.5315315315315315,51,8,26,26,1,4
19,2,phq9,7,PCA,XG,4,0.6666666666666666,0.5315315315315315,52,7,27,25,1,4
20,2,phq9,7,PCA,XG,1,0.7006369426751592,0.5765765765765766,55,9,25,22,1,5
21,2,phq9,7,PCA,XG,2,0.7407407407407409,0.6216216216216216,60,9,25,17,1,5
