,week,label,split,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,2,gad7,10,PCA,XG,1,0.4835164835164835,0.5765765765765766,22,42,21,26,0,0
1,2,gad7,10,PCA,XG,2,0.5306122448979592,0.5855855855855856,26,39,24,22,0,0
2,2,gad7,10,PCA,XG,3,0.5263157894736842,0.5945945945945946,25,41,22,23,0,0
3,2,gad7,10,PCA,XG,4,0.4772727272727273,0.5855855855855856,21,44,19,27,1,0
4,2,gad7,10,PCA,XG,1,0.3076923076923077,0.5135135135135135,12,45,18,36,0,1
5,2,gad7,10,PCA,XG,2,0.28571428571428575,0.4594594594594595,12,39,24,36,1,1
6,2,gad7,10,PCA,XG,3,0.3294117647058824,0.4864864864864865,14,40,23,34,0,1
7,2,gad7,10,PCA,XG,4,0.3291139240506329,0.5225225225225225,13,45,18,35,0,1
8,2,gad7,10,PCA,XG,1,0.40449438202247195,0.5225225225225225,18,40,23,30,0,2
9,2,gad7,10,PCA,XG,2,0.425531914893617,0.5135135135135135,20,37,26,28,0,2
10,2,gad7,10,PCA,XG,3,0.32558139534883723,0.4774774774774775,14,39,24,34,0,2
11,2,gad7,10,PCA,XG,4,0.3777777777777778,0.4954954954954955,17,38,25,31,0,2
12,2,gad7,10,PCA,XG,1,0.43181818181818177,0.5495495495495496,19,42,21,29,0,3
13,2,gad7,10,PCA,XG,2,0.3095238095238095,0.4774774774774775,13,40,23,35,1,3
14,2,gad7,10,PCA,XG,3,0.35000000000000003,0.5315315315315315,14,45,18,34,0,3
15,2,gad7,10,PCA,XG,4,0.33766233766233766,0.5405405405405406,13,47,16,35,0,3
16,2,gad7,10,PCA,XG,1,0.42857142857142855,0.5675675675675675,18,45,18,30,0,4
17,2,gad7,10,PCA,XG,2,0.35555555555555557,0.4774774774774775,16,37,26,32,0,4
18,2,gad7,10,PCA,XG,3,0.4090909090909091,0.5315315315315315,18,41,22,30,0,4
19,2,gad7,10,PCA,XG,4,0.35714285714285715,0.5135135135135135,15,42,21,33,0,4
20,2,gad7,10,PCA,XG,1,0.4175824175824176,0.5225225225225225,19,39,24,29,0,5
21,2,gad7,10,PCA,XG,2,0.2954545454545454,0.44144144144144143,13,36,27,35,0,5
22,2,gad7,10,PCA,XG,3,0.28571428571428575,0.4594594594594595,12,39,24,36,0,5
23,2,gad7,10,PCA,XG,4,0.24390243902439027,0.44144144144144143,10,39,24,38,1,5
24,2,gad7,10,PCA,XG,1,0.3488372093023256,0.4954954954954955,15,40,23,33,0,6
25,2,gad7,10,PCA,XG,2,0.4578313253012048,0.5945945945945946,19,47,16,29,0,6
26,2,gad7,10,PCA,XG,3,0.3170731707317073,0.4954954954954955,13,42,21,35,0,6
27,2,gad7,10,PCA,XG,4,0.4000000000000001,0.5405405405405406,17,43,20,31,0,6
28,2,gad7,10,PCA,XG,1,0.4146341463414634,0.5675675675675675,17,46,17,31,0,7
